TIME,TOTAL_PRECIPITATION,HUMIDITY,SURFACE_PRESSURE,SEA_LEVEL_PRESSURE,TEMPERATURE,VISIBILITY,WIND_U_COMPONENT,WIND_V_COMPONENT,WIND_U_COMPONENT_2,WIND_V_COMPONENT_2
20210101010000,0.0,72.44289,100928.67,100921.63,301.2933,26163.58,3.3931332,1.6077576,3.2189617,1.5859814
20210101020000,0.578125,71.03963,101031.14,101021.4,301.31995,26375.076,3.4014473,0.9678669,3.2745218,0.990242
20210101030000,0.25,70.311325,101112.55,101114.76,301.3451,26492.824,3.5932007,0.5210171,3.4679499,0.47843742
20210101040000,0.015625,69.92821,101141.92,101147.94,301.42154,26529.576,3.5314999,0.791008,3.359602,0.8015232
20210101050000,0.015625,69.98624,101165.3,101161.234,301.36517,26528.084,3.6022625,0.8979664,3.4700613,0.8616123
20210101060000,0.0,73.0625,101138.42,101137.97,300.8645,26057.21,2.0776978,1.4877605,2.0610123,1.4367256
20210101070000,0.0,72.4367,101033.3,101031.53,300.86176,26156.318,2.3442307,1.0953159,2.2509346,1.0972347
20210101080000,0.0,71.495605,100918.92,100925.45,300.85315,26302.486,2.1754684,0.892992,2.0504494,0.9005604
20210101090000,0.0078125,70.79475,100858.8,100866.15,300.8617,26398.785,2.0427856,0.8962078,2.0144377,0.91633415
20210101100000,0.0,70.3134,100844.14,100833.36,300.87265,26469.445,1.8649921,0.9272804,1.8519983,0.8893852
20210101110000,0.0,70.02338,100871.266,100866.94,300.8725,26514.037,1.6334286,0.9801636,1.6087723,1.0125942
20210101120000,0.0,70.55279,100875.266,100875.52,301.09314,26441.82,1.2664299,0.78212166,1.266015,0.7945919
20210101130000,0.0,69.90947,100925.89,100929.49,301.12305,26542.842,0.5783882,0.15670776,0.6844101,0.20917892
20210101140000,0.0,70.62107,100992.42,100995.78,301.1573,26432.514,0.26662827,0.9628105,0.26587677,1.0049782
20210101150000,0.0,70.95142,101037.42,101048.75,301.16592,26385.16,0.06912041,0.8409424,0.13981056,0.8419094
20210101160000,0.0,70.51289,101091.55,101087.93,301.2143,26446.342,0.4085722,0.37170982,0.34571266,0.40855217
20210101170000,0.0,72.28514,101082.17,101076.086,301.16168,26174.014,2.3798943,0.84144783,2.2560158,0.8584461
20210101180000,0.0,73.43916,101015.14,101019.02,300.8772,25981.893,2.3362665,1.3603249,2.2359943,1.3550053
20210101190000,0.0,72.0403,100989.016,100986.56,300.9543,26219.0,1.8665476,1.720829,1.7490921,1.7212238
20210101200000,0.0,69.436844,100930.89,100933.81,301.04077,26590.842,1.6022387,0.68520546,1.4698772,0.66723824
20210101210000,0.0,68.10219,100893.89,100885.87,301.06482,26774.516,1.2232141,0.5164261,1.1077213,0.5079975
20210101220000,0.0,68.21561,100875.766,100878.06,301.0523,26757.814,0.9934273,1.6833076,0.8956137,1.6836872
20210101230000,0.0,68.655556,100879.05,100877.77,301.0265,26701.09,1.1963091,3.2328053,1.1923132,3.1242828
20210102000000,0.0,68.34762,100878.89,100875.61,301.3502,26744.502,0.50595474,2.891451,0.5078335,2.7808495
20210102010000,0.0,66.02523,100955.89,100948.71,301.46515,27028.621,0.74131966,3.1615524,0.69489,3.1464787
20210102020000,0.0,64.70111,101058.17,101052.44,301.4958,27183.04,0.84644127,3.1829624,0.8265066,3.1177788
20210102030000,0.0,64.56326,101138.05,101133.73,301.48175,27197.0,1.2134895,3.3315983,1.1999092,3.2483635
20210102040000,0.0,64.75769,101170.05,101163.44,301.48486,27175.047,1.4076996,2.6578026,1.3217878,2.6069946
20210102050000,0.0,65.91844,101139.8,101144.61,301.4253,27039.434,1.7243986,2.2396088,1.5987139,2.180256
20210102060000,0.0,68.66701,101063.55,101069.8,301.59262,26699.705,2.7317266,0.39294434,2.593686,0.38802338
20210102070000,0.0,67.62716,100970.17,100977.55,301.60657,26828.924,1.8326664,0.095695496,1.7461739,0.025297165
20210102080000,0.0,66.72663,100876.05,100885.12,301.61493,26940.443,1.1260872,0.44395638,1.0635862,0.3802185
20210102090000,0.0,66.75644,100774.3,100785.04,301.60278,26940.055,0.39861584,1.2515202,0.40010643,1.199131
20210102100000,0.0,67.51494,100742.05,100746.23,301.56854,26851.525,0.10864544,2.5034466,0.08744335,2.462864
20210102110000,0.0,65.61421,100763.42,100771.38,301.643,27074.39,0.025369644,2.3502789,0.035835266,2.2972107
20210102120000,0.0,63.305977,100767.34,100773.19,301.90228,27316.229,0.2347107,1.9910526,0.31428146,1.8561802
20210102130000,0.0,64.24837,100825.17,100828.734,301.83755,27226.488,0.8868904,1.614914,0.8918705,1.4878521
20210102140000,0.0,65.75006,100879.89,100881.87,301.78766,27058.904,1.0250759,1.5303078,1.0145702,1.4481621
20210102150000,0.0,66.93602,100935.67,100936.32,301.70404,26913.074,1.1795101,1.4328175,1.1794643,1.3816509
20210102160000,0.0,69.09218,100971.42,100962.2,301.6287,26643.0,1.1691093,1.9892731,1.1770172,1.9380932
20210102170000,0.0,71.221115,100969.67,100968.016,301.51147,26338.0,1.1626186,2.3273964,1.1620903,2.1926308
20210102180000,0.0,70.06055,100946.42,100944.4,301.20587,26521.0,0.23519516,1.939642,0.33100796,1.8621616
20210102190000,0.0,69.95822,100900.92,100898.59,301.14398,26533.0,0.1147728,1.1165161,0.019561768,1.072525
20210102200000,0.0,69.65236,100852.47,100847.83,301.07635,26567.0,0.27889538,0.449049,0.16096973,0.44656754
20210102210000,0.0,69.78964,100796.8,100794.15,300.987,26547.969,0.32779598,0.04132843,0.28520966,0.008852005
