TIME,TOTAL_PRECIPITATION,HUMIDITY,SURFACE_PRESSURE,SEA_LEVEL_PRESSURE,TEMPERATURE,VISIBILITY,WIND_U_COMPONENT,WIND_V_COMPONENT,WIND_U_COMPONENT_2,WIND_V_COMPONENT_2
20210101010000,0.0,69.81789,100928.67,100927.63,301.19955,26539.58,4.768133,0.54525757,4.5939617,0.42973137
20210101020000,0.0078125,69.41463,101031.14,101029.4,301.19495,26607.076,5.2608223,0.5303669,5.102647,0.412117
20210101030000,0.015625,68.748825,101128.55,101126.76,301.1576,26692.824,5.5775757,0.5522671,5.358575,0.43156242
20210101040000,0.0078125,68.49071,101157.92,101155.94,301.04654,26729.576,5.390875,0.916008,5.187727,0.8015232
20210101050000,0.0,68.11124,101165.3,101172.234,300.99017,26776.084,5.0397625,1.3198414,4.8763113,1.1428623
20210101060000,0.0,68.25,101138.42,101140.97,300.77075,26753.21,3.5620728,1.1752605,3.5141373,1.0461006
20210101070000,0.0,67.3742,101033.3,101037.53,300.62738,26876.318,3.0942307,0.70469093,3.0946846,0.5972347
20210101080000,0.0,66.808105,100934.92,100929.45,300.49377,26926.486,2.4879684,0.23674202,2.5504494,0.16618538
20210101090000,0.0,66.79475,100874.8,100872.15,300.45544,26926.785,1.9334106,0.4743328,1.9519377,0.47883415
20210101100000,0.0,66.96965,100844.14,100843.36,300.4039,26917.445,1.1931171,0.8179054,1.2582483,0.8112602
20210101110000,0.0,66.83588,100871.266,100864.94,300.4975,26938.037,0.14905357,1.2457886,0.15564728,1.1844692
20210101120000,0.0,68.67779,100875.266,100871.52,300.78064,26697.82,1.1085701,0.90712166,1.077735,0.7945919
20210101130000,0.0,69.59697,100925.89,100925.49,300.8418,26574.842,1.5778618,0.26516724,1.6124649,0.24394608
20210101140000,0.0,69.49607,100992.42,100995.78,301.00104,26592.514,1.0614967,0.021564484,1.1716232,0.02627182
20210101150000,0.0,69.70142,101069.42,101060.75,301.04092,26569.16,0.6183796,0.35656738,0.59456444,0.3575344
20210101160000,0.0,71.20039,101107.55,101107.93,301.24554,26342.342,3.1116972,1.2154598,2.9550877,1.1429272
20210101170000,0.0,70.34764,101066.17,101076.086,301.44293,26470.014,3.5048943,1.3726978,3.2716408,1.2959461
20210101180000,0.0,66.75166,101015.14,101005.02,301.40845,26933.893,2.6800165,0.92282486,2.5641193,0.96438026
20210101190000,0.0,64.4778,100973.016,100976.56,301.5793,27195.0,2.6321726,0.12707901,2.499092,0.17434883
20210101200000,0.0,62.936848,100914.89,100919.81,301.66577,27358.842,2.5709887,1.2054195,2.4386272,1.0983868
20210101210000,0.0,62.91469,100877.89,100877.87,301.59607,27358.516,1.7232141,2.297676,1.5920963,2.1798725
20210101220000,0.0,64.84061,100875.766,100876.06,301.39606,27165.814,1.0715523,2.9176826,1.0518637,2.8086872
20210101230000,0.0,66.280556,100879.05,100877.77,301.214,27005.09,1.0869341,2.8890553,1.0516882,2.8742828
20210102000000,0.0,66.78512,100862.89,100861.61,301.6002,26936.502,0.056545258,2.297701,0.08591652,2.2964745
20210102010000,0.0,66.21273,100939.89,100936.71,301.5589,27004.621,0.11631966,1.8646774,0.10114002,1.8652287
20210102020000,0.0,66.01361,101042.17,101046.44,301.58954,27031.04,0.44019127,1.4017124,0.3733816,1.4615288
20210102030000,0.0,66.43826,101138.05,101129.73,301.60675,26973.0,1.1822395,1.3940983,1.0592842,1.3889885
20210102040000,0.0,66.69519,101154.05,101157.44,301.5786,26951.047,1.3295746,0.9859276,1.3139753,1.1069946
20210102050000,0.0,67.04344,101139.8,101142.61,301.5503,26903.434,1.3025236,1.3177338,1.2862139,1.3208809
20210102060000,0.0,65.10451,101047.55,101061.8,301.68637,27131.705,2.3879766,0.017944336,2.296811,0.06771088
20210102070000,0.0,63.90841,100970.17,100969.55,301.6222,27260.924,1.3795414,0.4238205,1.3867989,0.31435966
20210102080000,0.0,63.50788,100876.05,100879.12,301.58368,27300.443,0.7667122,0.9439564,0.89171124,0.8802185
20210102090000,0.0,64.56894,100774.3,100777.04,301.54028,27188.055,0.33575916,1.7358952,0.27958107,1.6913185
20210102100000,0.0,65.13994,100742.05,100744.23,301.5373,27123.525,0.78197956,2.2534466,0.65474415,2.2519264
20210102110000,0.0,63.45796,100763.42,100767.38,301.67426,27306.39,0.91213036,1.6784039,0.86396027,1.6331482
20210102120000,0.0,62.368477,100751.34,100759.19,301.93353,27420.229,1.2347107,0.8973026,1.228344,0.8874302
20210102130000,0.0,63.560863,100809.17,100812.734,301.96255,27298.488,2.0743904,0.66178894,2.0324955,0.5972271
20210102140000,0.0,65.18756,100879.89,100879.87,301.91266,27122.904,2.228201,0.76468277,2.2176952,0.7450371
20210102150000,0.0,66.18602,100935.67,100934.32,301.89154,27017.074,1.4763851,1.0578175,1.4763393,1.0535259
20210102160000,0.0,67.02968,100971.42,100964.2,301.84744,26915.0,0.62223434,1.2861481,0.6301422,1.2193432
20210102170000,0.0,68.158615,100969.67,100966.016,301.76147,26754.0,0.28761864,1.3273964,0.3027153,1.2707558
20210102180000,0.0,68.06055,100946.42,100946.4,301.42462,26777.0,0.73519516,1.408392,0.74507046,1.3465366
20210102190000,0.0,68.33322,100900.92,100900.59,301.33148,26749.0,0.1039772,0.7727661,0.14456177,0.760025
20210102200000,0.0,68.21486,100852.47,100847.83,301.26385,26759.0,0.45077038,0.160326,0.39534473,0.22530746
20210102210000,0.0,68.66464,100796.8,100790.15,301.20575,26699.969,0.29654598,0.88054657,0.24614716,0.881773
20210102220000,0.0,68.63589,100795.3,100785.336,301.204,26695.229,0.070402145,1.2692184,0.0683403,1.2553091
20210102230000,0.0,68.338486,100789.8,100795.234,301.17792,26744.0,0.102189064,1.1401005,0.14403534,1.1408558
20210103000000,0.0,71.02317,100779.39,100776.086,301.05496,26379.51,1.3235054,0.49268532,1.3431835,0.4993248
20210103010000,0.0,71.17914,100864.89,100864.61,301.10562,26343.13,1.0953617,0.75356865,1.0963478,0.7533436
20210103020000,0.0,71.1352,100950.016,100951.73,301.14703,26354.271,0.43329716,1.3948326,0.42600727,1.3929148
20210103030000,0.0,71.20136,101029.89,101027.26,301.25037,26349.0,0.2453413,1.9151192,0.2449379,1.9171801
20210103040000,0.0,71.772125,101044.17,101055.49,301.26648,26257.0,0.5381813,2.1282501,0.57915974,2.0694122
20210103050000,0.0,72.554,101042.89,101042.414,301.25134,26146.29,0.8554907,1.7235298,0.8595495,1.6637306
20210103060000,0.0,71.40284,100987.92,100985.62,301.58997,26312.71,2.5464115,0.23360062,2.5385609,0.21675968
20210103070000,0.0,72.51066,100896.17,100902.59,301.53522,26151.014,3.2145815,0.14357376,3.1294355,0.14786911
20210103080000,0.0,73.451324,100783.64,100781.3,301.44238,26006.31,3.5573692,0.27202225,3.5368137,0.26928234
20210103090000,0.0,74.43743,100704.516,100709.34,301.3691,25827.71,3.796092,0.6620064,3.711238,0.6563473
20210103100000,0.0,75.28318,100707.69,100699.484,301.34396,25672.848,4.0715885,1.0992069,3.9402246,1.0928545
20210103110000,0.0,75.58177,100717.64,100703.664,301.37735,25624.113,3.9342995,1.0353031,3.8152895,1.0232353
20210103120000,0.03125,73.26161,100698.69,100697.0,301.79892,26027.047,3.380968,0.038812637,3.2590637,0.03542614
20210103130000,0.0,73.096275,100758.06,100748.44,301.79944,26048.033,2.7769308,0.28566742,2.7685728,0.28490448
20210103140000,0.0,73.03107,100824.19,100818.28,301.80408,26070.092,2.4473724,0.61325073,2.4528484,0.5720825
20210103150000,0.0,73.013596,100890.266,100885.22,301.82123,26066.273,2.1071377,0.9430275,2.0956993,0.8311138
20210103160000,0.0,73.24551,100903.766,100902.57,301.79425,26030.531,1.9095345,1.2353458,1.8372583,1.1065836
20210103170000,0.0,73.202644,100911.44,100910.52,301.78833,26035.547,1.4479065,1.3241863,1.4492683,1.2458076
20210103180000,0.015625,74.97486,100896.016,100889.984,301.45193,25723.182,1.2572575,1.3767452,1.2516575,1.2406273
20210103190000,0.46875,76.17245,100860.8,100862.73,301.3581,25496.479,0.23772812,1.2160015,0.23463726,1.0902233
20210103200000,1.21875,75.78502,100797.266,100802.05,301.1061,25568.045,0.7826996,0.5164814,0.78140926,0.49575424
20210103210000,0.015625,75.96717,100743.516,100746.73,301.03714,25538.0,0.67305183,0.73369026,0.6715183,0.7358475
20210103220000,0.046875,76.53281,100734.39,100724.97,301.0008,25429.629,0.73597145,0.72008514,0.73368263,0.73856926
20210103230000,0.59375,76.69187,100780.516,100767.46,300.90338,25405.18,0.56409645,0.8950348,0.561841,0.90127945
20210104000000,0.015625,77.30366,100800.766,100799.29,300.92694,25276.074,0.13405609,1.4220009,0.12840271,1.4233551
20210104010000,0.03125,77.169205,100875.39,100867.484,300.9643,25304.248,0.5083828,1.3379402,0.40507984,1.3384008
20210104020000,0.109375,76.85335,100948.14,100943.195,301.04456,25363.355,0.82061386,1.2469406,0.8113804,1.2405977
20210104030000,0.2890625,76.577324,101038.17,101042.11,301.09103,25428.617,1.1639137,0.7511158,1.0529823,0.7435703
20210104040000,0.0625,75.745865,101061.516,101064.055,301.17383,25589.234,1.0847893,0.6414318,1.006814,0.63642883
20210104050000,0.1875,75.463104,101037.016,101031.65,301.1895,25644.258,1.0944424,0.489666,1.0351772,0.48687935
20210104060000,0.0078125,77.148895,100935.89,100936.29,301.3308,25308.633,5.238695,2.0448246,4.8506193,1.9582748
20210104070000,0.0,75.69034,100839.39,100844.08,301.59482,25595.102,5.536087,0.548254,5.109885,0.5399065
20210104080000,0.0,74.15749,100738.19,100738.44,301.79794,25879.209,4.452265,0.78756714,4.108984,0.7921181
20210104090000,0.0,73.63818,100687.19,100685.77,301.7807,25968.264,2.8254147,1.7745609,2.607111,1.7934818
20210104100000,0.0,74.497116,100682.31,100690.05,301.68082,25815.744,1.0098028,2.6907063,0.93970203,2.6213427
20210104110000,0.0,75.229164,100772.31,100764.5,301.61575,25689.408,0.35266113,2.612482,0.40135574,2.5430737
20210104120000,0.0,74.11122,100783.72,100775.625,302.1775,25885.07,2.13208,2.6189995,2.0345335,2.4408255
20210104130000,0.0,74.91426,100853.81,100858.6,302.12524,25731.564,2.676403,2.3251553,2.5473633,2.2546434
20210104140000,0.0,76.05238,100924.84,100931.91,302.08612,25518.059,3.0688248,1.8823576,2.8835535,1.763257
20210104150000,0.0,76.77841,100970.56,100972.44,302.02957,25370.998,2.8849945,1.6575317,2.7536087,1.5939798
20210104160000,0.0,77.86907,100977.72,100980.26,301.94785,25148.8,2.1945877,2.3535843,2.132578,2.2228527
20210104170000,1.15625,80.00465,100989.56,101001.57,301.6079,24644.402,0.6984253,4.020605,0.600935,3.8534603
20210104180000,3.75,79.56308,100998.31,100990.05,300.89337,24764.395,1.3992004,4.184435,1.294323,3.9498243
20210104190000,0.0,78.02728,100918.81,100914.15,301.20514,25121.385,1.5409431,4.776492,1.3424978,4.5289726
20210104200000,0.984375,77.49643,100840.81,100837.266,301.2813,25239.51,3.661148,4.7632713,3.4114628,4.4627047
20210104210000,0.59375,77.34754,100771.69,100775.1,301.26392,25259.258,4.0986156,4.0507755,3.8242607,3.8133612
20210104220000,0.0,77.73462,100739.02,100735.75,301.1302,25193.645,3.7904282,4.0460854,3.6346493,3.780818
20210104230000,0.0,76.506805,100734.27,100738.93,301.21136,25439.064,3.087492,4.3764,2.947197,4.091918
20210105000000,0.0,76.539795,100765.9,100773.22,301.2915,25407.559,1.9320469,5.814001,1.7162857,5.3927774
20210105010000,0.0,73.30803,100863.52,100871.8,301.63385,26009.559,1.2288322,5.748577,1.0883884,5.415332
20210105020000,0.0,70.87242,100951.9,100958.7,301.7992,26400.0,1.7148418,5.4319153,1.5545425,5.1037893
20210105030000,0.0,70.42432,101047.52,101046.54,301.79346,26465.0,2.8063183,4.9411526,2.602293,4.7193995
20210105040000,0.0,70.69209,101055.15,101062.445,301.70178,26427.5,3.228363,3.7259216,3.0762444,3.578844
20210105050000,0.0,71.228676,101051.07,101046.0,301.59912,26344.0,2.4623108,2.7268791,2.331318,2.63449
20210105060000,0.0,68.84169,101002.445,100991.68,301.6885,26671.0,1.4723663,0.4398613,1.4756508,0.42985535
20210105070000,0.0,69.243576,100971.695,100967.96,301.5949,26600.725,0.4280758,0.11945915,0.42652416,0.09857559
20210105080000,0.0,70.012146,100860.695,100861.45,301.5086,26494.0,0.1516552,0.22489548,0.15319347,0.20329571
20210105090000,0.0,70.625496,100776.07,100771.27,301.42285,26399.416,0.15781593,0.11544609,0.18864918,0.068572044
20210105100000,0.0,70.588875,100796.195,100798.414,301.44037,26407.719,0.27012062,0.59684944,0.26616192,0.54080296
20210105110000,0.0,71.28584,100837.86,100839.1,301.48193,26307.107,0.48908806,1.495287,0.44377136,1.4289694
20210105120000,0.0,76.05221,100863.484,100866.55,301.7057,25527.129,0.45549774,4.306757,0.3915043,4.180397
20210105130000,0.0,76.3421,100969.234,100975.37,301.71457,25463.305,0.7696781,4.2467155,0.69682693,4.0403214
20210105140000,0.0,76.40646,101003.234,101005.27,301.70908,25444.668,0.70543194,3.6984806,0.64320564,3.5559502
20210105150000,0.0,76.70769,101070.15,101060.14,301.6802,25400.031,0.26091576,2.7897015,0.28203964,2.702405
20210105160000,0.0,77.58093,101076.94,101078.45,301.67932,25215.785,0.6612301,2.2564716,0.70342255,2.1769886
20210105170000,0.0,78.65852,101067.06,101064.414,301.6881,24975.0,0.99562836,1.8957367,1.0320425,1.7707367
20210105180000,0.0,79.453186,101063.734,101067.45,301.0016,24798.0,0.54559135,1.3189735,0.59297276,1.2551117
20210105190000,0.015625,79.32708,100999.57,101008.45,301.00433,24824.186,0.59851074,0.5228348,0.6541977,0.44158554
20210105200000,0.109375,80.02178,100932.445,100927.45,300.9433,24646.0,1.1652517,0.8380203,1.1549702,0.9258652
20210105210000,1.15625,80.95259,100852.53,100861.36,300.6878,24394.0,1.3655472,1.1474495,1.3044987,1.1535969
20210105220000,0.546875,80.314354,100839.57,100842.81,300.6617,24599.0,1.0701113,0.8086815,1.0736132,0.8247366
20210105230000,0.546875,80.97828,100861.195,100865.164,300.68106,24399.621,0.96945095,1.2759094,0.89301777,1.2219343
20210106000000,0.859375,81.44831,100903.945,100894.086,300.59317,24273.107,0.19381714,1.8743763,0.23765373,1.8118935
20210106010000,0.765625,80.94542,100935.445,100939.65,300.68054,24408.945,0.8266163,2.8218193,0.82705593,2.7358255
20210106020000,1.390625,79.76741,101023.52,101031.016,300.7862,24704.734,1.2825127,2.3032818,1.242713,2.1049786
20210106030000,0.5,79.521614,101133.07,101135.0,300.911,24762.307,1.3246269,1.9733963,1.3143864,1.8545694
20210106040000,0.28125,78.80292,101130.65,101144.74,300.9727,24945.178,1.758358,2.1152706,1.6961241,1.9901314
20210106050000,0.140625,78.185486,101113.27,101117.11,301.0722,25084.234,1.0368423,1.9545593,1.0417376,1.8295498
20210106060000,0.6875,78.414505,101121.9,101124.41,300.5946,25039.0,0.6285839,1.4399252,0.5750761,1.4262762
20210106070000,0.2578125,78.2729,101002.9,101014.2,300.6438,25071.598,1.8277836,0.046049118,1.7531929,0.046049118
20210106080000,0.0,78.18938,100884.02,100883.47,300.5979,25084.568,1.2485714,0.24230194,1.2554426,0.24903011
20210106090000,0.0,77.71638,100780.06,100791.1,300.57812,25185.629,0.5711441,0.26583672,0.5877609,0.32892704
20210106100000,0.0,77.43202,100758.81,100769.164,300.61575,25242.887,0.4079647,0.29099083,0.4505005,0.27547264
20210106110000,0.0,77.59432,100790.44,100790.336,300.70844,25218.197,0.45110703,0.8290539,0.46239758,0.8416481
20210106120000,0.0,78.15943,100810.81,100817.12,301.09906,25092.54,1.4240322,0.027536392,1.455183,0.08811188
20210106130000,0.0,78.05674,100900.94,100903.12,301.11816,25115.076,1.4439106,0.12443924,1.3750782,0.04297638
20210106140000,0.03125,77.629944,100964.56,100964.74,301.19525,25198.824,0.52963066,1.186945,0.53932667,1.1043348
20210106150000,0.0,77.3125,101010.19,101022.07,301.28253,25267.195,1.031806,0.86177635,1.0245304,0.7905359
