TIME,TOTAL_PRECIPITATION,HUMIDITY,SURFACE_PRESSURE,SEA_LEVEL_PRESSURE,TEMPERATURE,VISIBILITY,WIND_U_COMPONENT,WIND_V_COMPONENT,WIND_U_COMPONENT_2,WIND_V_COMPONENT_2
20210101010000,0.0,73.13039,100960.67,100961.63,299.94955,26035.58,9.377508,3.4358826,8.625212,2.8359814
20210101020000,0.0,72.72713,101063.14,101057.4,299.94495,26111.076,9.463947,3.749117,8.649522,3.162117
20210101030000,0.0,72.061325,101144.55,101154.76,299.93884,26204.824,9.218201,4.224142,8.452325,3.5565624
20210101040000,0.0,69.99071,101173.92,101175.94,300.17154,26529.576,8.594,4.556633,7.843977,3.9733982
20210101050000,0.0,67.29874,101181.3,101172.234,300.64642,26872.084,7.7116375,4.9292164,7.0325613,4.3459873
20210101060000,0.0,65.125,101122.42,101121.97,300.95825,27129.21,7.9214478,4.0815105,7.2328873,3.6086006
20210101070000,0.0,62.0617,101001.3,100995.53,301.5805,27444.318,7.2192307,4.095316,6.5165596,3.6284847
20210101080000,0.0,60.339355,100886.92,100889.45,301.9469,27606.486,5.2535934,4.049242,4.7379494,3.7130604
20210101090000,0.0,60.107246,100810.8,100826.15,302.08044,27606.785,2.6677856,4.427458,2.1394377,4.135084
20210101100000,0.0,63.03215,100812.14,100811.36,301.7789,27221.445,0.19750786,4.3179054,0.7261267,4.03001
20210101110000,0.0,65.52338,100855.266,100846.94,301.56,26818.037,0.8821964,4.0114136,1.5006027,3.7000942
20210101120000,0.0,69.24029,100875.266,100867.52,301.4994,26265.82,0.6570549,2.8133717,0.12460995,2.560217
20210101130000,0.0,66.72197,100925.89,100937.49,301.7793,26910.842,5.922138,1.8120422,5.15316,1.5251961
20210101140000,0.0,69.43357,101024.42,101021.78,301.43854,26592.514,10.126003,1.2090645,9.281502,0.9325218
20210101150000,0.0,72.20142,101069.42,101068.75,300.94717,26193.16,10.43088,2.0809326,9.547689,1.6737156
20210101160000,0.0,72.32539,101107.55,101099.93,300.7768,26174.342,9.486697,2.2376652,8.798838,1.8258228
20210101170000,0.0,72.09764,101082.17,101082.086,300.63043,26214.014,8.989269,2.3929272,8.349766,1.9853039
